timestamp,open,high,low,close,volume
2025-10-11 12:12:00,3831.74031082,3831.74031082,3830.76513707,3830.76513707,1.0350260395548703e+19
2025-10-11 12:13:00,3830.77594465,3831.53549691,3830.77594465,3831.53549691,8.001403276000877e+18
2025-10-11 12:14:00,3831.59268621,3834.67003172,3831.59268621,3834.64616154,3.621522700240791e+19
2025-10-11 12:15:00,3834.53375718,3835.49960058,3834.48801921,3835.49960058,1.3334691531414374e+19
2025-10-11 12:16:00,3835.55219229,3837.48405683,3835.55219229,3837.37402479,2.3930661325439615e+19
2025-10-11 12:17:00,3837.3740074,3837.4077694,3835.88864286,3836.04541233,1.949910393905139e+19
2025-10-11 12:18:00,3835.8795441,3835.8795441,3833.11844217,3833.11844217,3.3493792841485853e+19
2025-10-11 12:19:00,3832.9767241,3832.9767241,3832.1539664,3832.15508654,1.1033200661290291e+19
2025-10-11 12:20:00,3832.31701592,3832.33214222,3831.64841263,3831.64841263,9.830002382071292e+18
2025-10-11 12:21:00,3831.81076122,3839.77790845,3831.81076122,3839.77790845,9.316141977783683e+19
2025-10-11 12:22:00,3839.87204834,3841.507842,3839.87204834,3841.00450885,2.5526637260534764e+19
2025-10-11 12:23:00,3841.12474884,3845.69921246,3841.12474884,3845.69921246,5.4139257044121215e+19
2025-10-11 12:24:00,3845.6986631,3845.6986631,3842.05968881,3842.05969566,4.197199102878914e+19
2025-10-11 12:25:00,3842.05911934,3842.0594005,3839.45850366,3839.45850366,3.0117890211449557e+19
2025-10-11 12:26:00,3839.45633435,3841.29061321,3839.45457777,3841.29061321,2.1266949949902176e+19
2025-10-11 12:27:00,3841.23082537,3841.23082537,3840.58869609,3840.59335138,8.167990987209496e+18
2025-10-11 12:28:00,3840.56248886,3840.56598126,3840.56248886,3840.56598126,3.9731177960103194e+17
2025-10-11 12:29:00,3840.56734895,3847.49411804,3840.567325,3847.49411804,7.990905678669542e+19
2025-10-11 12:30:00,3847.67074929,3847.70600066,3847.51206368,3847.51206368,4.678273522655817e+18
2025-10-11 12:31:00,3847.32959917,3847.32959917,3841.71727786,3841.71727786,6.6869214532192485e+19
